关键词,一级,二级,关键词属性,上报单位,上报时间,入库时间
猪肉壶,法律法规禁止、管制销售的违禁品,涉毒,没定义,公安部十一局,"2014-08-29 00:00:00","2014-09-24 16:02:30"
强效自杀药粉,法律法规禁止、管制销售的违禁品,剧毒化学品,没定义,公安部十一局,"2014-08-29 00:00:00","2014-09-24 16:02:16"
提供长狗手拉鸡,法律法规禁止、管制销售的违禁品,涉枪,没定义,公安部十一局,"2014-08-27 00:00:00","2014-09-24 16:01:41"
长狗短鸡,法律法规禁止、管制销售的违禁品,涉枪,没定义,公安部十一局,"2014-08-28 00:00:00","2014-09-24 16:00:27"
火狗电狗专卖,法律法规禁止、管制销售的违禁品,涉枪,没定义,公安部十一局,"2014-08-20 00:00:00","2014-09-24 16:00:15"
短狗火狗专卖,法律法规禁止、管制销售的违禁品,涉枪,没定义,公安部十一局,"2014-08-07 00:00:00","2014-09-24 15:59:36"
兼职小妹,淫秽色情,网络招嫖,没定义,公安部十一局,"2014-07-10 00:00:00","2014-09-24 15:57:19"
火狗短狗专卖,法律法规禁止、管制销售的违禁品,涉枪,没定义,公安部十一局,"2014-07-10 00:00:00","2014-09-24 15:56:59"
电狗短狗专卖,法律法规禁止、管制销售的违禁品,涉枪,没定义,公安部十一局,"2014-07-03 00:00:00","2014-09-24 15:56:41"
大发888,网络赌博,在线赌博,没定义,河北省公安厅,"2014-09-23 00:00:00","2014-09-24 14:48:00"
击锤,法律法规禁止、管制销售的违禁品,涉枪,没定义,四川省公安厅,"2014-09-09 00:00:00","2014-09-24 14:46:57"
德国A1000,法律法规禁止、管制销售的违禁品,涉枪,没定义,浙江省公安厅,"2014-09-09 00:00:00","2014-09-24 14:46:39"
玉蒲团,淫秽色情,淫秽信息,没定义,浙江省公安厅,"2014-09-04 00:00:00","2014-09-24 14:46:18"
金弓电狗,法律法规禁止、管制销售的违禁品,涉枪,没定义,天津市公安局,"2014-06-30 00:00:00","2014-09-24 14:44:18"
娱乐城注册送现金,网络赌博,在线赌博,没定义,福建省公安厅,"2014-06-24 00:00:00","2014-09-24 14:43:56"
包夜全套,淫秽色情,网络招嫖,没定义,河北省公安厅,"2014-06-11 00:00:00","2014-09-24 14:43:17"
滑膛秃套件,法律法规禁止、管制销售的违禁品,涉枪,没定义,湖北省公安厅,"2014-09-18 00:00:00","2014-09-24 14:42:22"
手狗内脏,法律法规禁止、管制销售的违禁品,涉枪,没定义,内蒙古自治区公安厅,"2014-09-17 00:00:00","2014-09-24 14:41:59"
嫩模伴游,淫秽色情,网络招嫖,没定义,公安部十一局,"2014-09-19 00:00:00","2014-09-24 14:41:14"
外围女网,淫秽色情,网络招嫖,没定义,公安部十一局,"2014-09-19 00:00:00","2014-09-24 14:38:16"
外围模特,淫秽色情,网络招嫖,没定义,公安部十一局,"2014-09-19 00:00:00","2014-09-24 14:34:38"
潜规则商务伴游,淫秽色情,网络招嫖,没定义,公安部十一局,"2014-09-19 00:00:00","2014-09-24 14:33:15"
工字牌,法律法规禁止、管制销售的违禁品,涉枪,没定义,河北省公安厅,"2014-08-20 00:00:00","2014-09-01 09:48:32"
美秃,法律法规禁止、管制销售的违禁品,涉枪,没定义,山东省公安厅,"2014-08-15 00:00:00","2014-09-01 09:48:09"
真人赌场,网络赌博,在线赌博,没定义,四川省公安厅,"2014-08-25 00:00:00","2014-09-01 09:44:26"
锡锋牌,法律法规禁止、管制销售的违禁品,涉枪,没定义,河北省公安厅,"2014-08-20 00:00:00","2014-09-01 09:44:06"
三箭牌,淫秽色情,网络招嫖,没定义,河北省公安厅,"2014-08-20 00:00:00","2014-09-01 09:43:47"
哪里有鸡婆,淫秽色情,网络招嫖,没定义,河北省公安厅,"2014-08-20 00:00:00","2014-09-01 09:43:33"
FX角斗士,法律法规禁止、管制销售的违禁品,涉枪,没定义,山东省公安厅,"2014-08-15 00:00:00","2014-09-01 09:42:31"
真人真钱棋牌游戏,网络赌博,在线赌博,没定义,浙江省公安厅,"2014-08-14 00:00:00","2014-08-18 09:18:38"
狩猎器材,法律法规禁止、管制销售的违禁品,涉枪,没定义,浙江省公安厅,"2014-08-13 00:00:00","2014-08-18 09:18:16"
秃鹰图片,法律法规禁止、管制销售的违禁品,涉枪,没定义,山东省公安厅,"2014-08-05 00:00:00","2014-08-18 09:17:02"
毛小瓦,法律法规禁止、管制销售的违禁品,涉毒,没定义,公安部十一局,"2014-08-14 00:00:00","2014-08-13 16:10:01"
冰壶,法律法规禁止、管制销售的违禁品,涉毒,没定义,公安部十一局,"2014-08-11 00:00:00","2014-08-12 15:49:48"
丹韦森,法律法规禁止、管制销售的违禁品,涉枪,没定义,重庆市公安局,"2014-07-30 00:00:00","2014-08-04 14:50:29"
毛瓦,法律法规禁止、管制销售的违禁品,涉枪,没定义,重庆市公安局,"2014-07-30 00:00:00","2014-08-04 14:48:47"
花山FK,法律法规禁止、管制销售的违禁品,涉枪,没定义,重庆市公安局,"2014-08-30 00:00:00","2014-08-04 14:47:35"
精雕氮化母鸡,法律法规禁止、管制销售的违禁品,涉枪,没定义,四川省公安厅,"2014-07-29 00:00:00","2014-08-04 14:45:39"
溜果子,法律法规禁止、管制销售的违禁品,涉毒,没定义,公安部十一局,"2014-06-30 00:00:00","2014-07-21 15:51:30"
气狗专卖,法律法规禁止、管制销售的违禁品,涉枪,没定义,公安部十一局,"2014-06-11 00:00:00","2014-07-21 15:50:05"
狙击狗专卖,法律法规禁止、管制销售的违禁品,涉枪,没定义,公安部十一局,"2014-06-11 00:00:00","2014-07-21 15:46:49"
白粉妹陪玩,法律法规禁止、管制销售的违禁品,涉毒,没定义,公安部十一局,"2014-06-11 00:00:00","2014-07-21 15:46:22"
fx气皇400,法律法规禁止、管制销售的违禁品,涉枪,没定义,天津市公安局,"2014-07-16 00:00:00","2014-07-17 11:12:34"
慢性安全毒药,法律法规禁止、管制销售的违禁品,剧毒化学品,没定义,公安部十一局,"2014-06-30 00:00:00","2014-07-10 16:26:55"
进口毒药,法律法规禁止、管制销售的违禁品,剧毒化学品,没定义,公安部十一局,"2014-06-30 00:00:00","2014-07-10 16:18:05"
石原莉奈,淫秽色情,淫秽信息,没定义,公安部十一局,"2014-06-17 00:00:00","2014-07-10 15:55:06"
秃鹰内脏专卖,法律法规禁止、管制销售的违禁品,涉枪,没定义,天津市公安局,"2014-07-08 00:00:00","2014-07-08 16:46:30"
无声猫气枪,法律法规禁止、管制销售的违禁品,涉枪,没定义,天津市公安局,"2014-07-07 00:00:00","2014-07-08 16:42:55"
楼凤交友,淫秽色情,网络招嫖,没定义,公安部十一局,"2014-07-04 00:00:00","2014-07-04 12:55:42"
性息大全,淫秽色情,网络招嫖,没定义,公安部十一局,"2014-07-04 00:00:00","2014-07-04 12:55:09"
上海龙凤,淫秽色情,网络招嫖,没定义,公安部十一局,"2014-07-04 00:00:00","2014-07-04 12:52:56"
龙凤交友网,淫秽色情,网络招嫖,没定义,公安部十一局,"2014-07-04 00:00:00","2014-07-04 12:52:38"
十字弩,法律法规禁止、管制销售的违禁品,弩,没定义,浙江省公安厅,"2014-06-06 00:00:00","2014-06-25 15:12:48"
供应LSD邮票黑芝麻,法律法规禁止、管制销售的违禁品,涉毒,没定义,重庆市公安局,"2014-05-26 00:00:00","2014-06-18 08:44:55"
小黑豹专卖,法律法规禁止、管制销售的违禁品,弩,没定义,重庆市公安局,"2014-05-26 00:00:00","2014-06-18 08:42:50"
购买户口办理,专项清理,买卖户口,没定义,公安部十一局,"2014-05-15 00:00:00","2014-06-12 08:43:34"
专业办理幽灵,专项清理,买卖户口,没定义,公安部十一局,"2014-05-15 00:00:00","2014-06-12 08:42:38"
户籍代办,专项清理,买卖户口,没定义,公安部十一局,"2014-05-15 00:00:00","2014-06-12 08:36:23"
办真实户口,专项清理,买卖户口,没定义,公安部十一局,"2014-05-15 00:00:00","2014-06-12 08:35:09"
代办真户口,专项清理,买卖户口,没定义,公安部十一局,"2014-05-15 00:00:00","2014-06-12 08:34:48"
买卖户口咨询,专项清理,买卖户口,没定义,公安部十一局,"2014-05-15 00:00:00","2014-06-12 08:34:32"
幽灵户口办理,专项清理,买卖户口,没定义,浙江省公安厅,"2014-05-15 00:00:00","2014-06-12 08:34:03"
PCP秃子,法律法规禁止、管制销售的违禁品,涉枪,没定义,重庆市公安局,"2014-04-25 00:00:00","2014-05-12 09:23:47"
液体炸弹制作教程,法律法规禁止、管制销售的违禁品,涉爆,专属词语,,,"2014-05-07 10:29:55"
天朝狩猎论坛,法律法规禁止、管制销售的违禁品,涉枪,名词,,,"2014-05-07 10:29:25"
山水狩猎网,法律法规禁止、管制销售的违禁品,涉枪,专属词语,,,"2014-05-07 10:28:03"
狗粮,法律法规禁止、管制销售的违禁品,涉枪,没定义,云南省公安厅,"2014-04-03 00:00:00","2014-05-04 11:05:42"
电狗,法律法规禁止、管制销售的违禁品,涉枪,没定义,云南省公安厅,"2014-04-03 00:00:00","2014-05-04 11:05:13"
养狗,法律法规禁止、管制销售的违禁品,涉枪,没定义,云南省公安厅,"2014-04-03 00:00:00","2014-05-04 11:04:42"
养兔子,法律法规禁止、管制销售的违禁品,涉枪,没定义,云南省公安厅,"2014-03-03 00:00:00","2014-05-04 11:03:52"
化隆造,法律法规禁止、管制销售的违禁品,涉枪,没定义,云南省公安厅,"2014-04-03 00:00:00","2014-05-04 11:03:00"
爆破证挂靠,专项清理,爆破作业人员挂靠,没定义,,,"2014-03-26 08:24:24"
爆破工程师挂靠,专项清理,爆破作业人员挂靠,没定义,,,"2014-03-26 08:24:10"
爆破安全作业工程师挂靠,专项清理,爆破作业人员挂靠,没定义,,,"2014-03-26 08:21:14"
爆破工程技术人员挂靠,专项清理,爆破作业人员挂靠,没定义,,,"2014-03-26 08:21:00"
手机短信广告机,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:20:32"
短信收发器,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:19:54"
短信发送器,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:19:40"
区域短信覆盖,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:19:29"
智能车载短信设备,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:19:28"
区域短信广告机,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:19:15"
车载短信,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:19:15"
区域短信发射机,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:19:03"
区域短信,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:18:52"
广告机,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:18:40"
圈地短信发送器,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:18:25"
圈地短信,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:17:58"
小区短信设备,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:17:45"
小区短信广告机,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:17:30"
圈地短信设备,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:17:21"
小区免费定位群发设备,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:17:14"
小区短信,专项清理,非法销售伪基站,没定义,,,"2014-03-26 08:17:01"
出售火机吹,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:15:53"
快排吹配件,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:15:42"
自制快排吹视频,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:15:31"
简易快排吹,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:15:26"
快排吹教程,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:15:21"
求购火机吹,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:15:14"
快排吹图纸,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:15:11"
出售减震吹,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:15:00"
渔夫吹图纸,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:14:48"
火吹的制作方法,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:14:36"
制作吹尘狗,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:14:25"
自制渔夫吹,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:14:12"
自制灭火吹,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:14:01"
diy吹尘,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:11:29"
自制吹尘的方法,尚无法律法规禁止、管制销售的违,类枪器械,没定义,,,"2014-03-26 08:11:12"
